actualprice,amenities,auto_des,bedrooms,booking_amt,city,covAreaUnit,flooring_typ,fur_unfur,house_facing,landmarks,lat,locality,lon,main_charges,no_balconies,parking,possesionby,power_status,property_typ,psnstats,seller_type,sqftprice,tenantsPreference,water_status
32000000,"Theme based Architectures,Laundry Service,Visitor Parking,Intercom Facility","4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 3.2 Crore(s)",4,500000,Bangalore,2500,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,13.477795196134332,Devanahalli,77.76308649598894,yearly,1,2 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,owner,9339.0,onlyboys,Water Availability 24 Hours Available
28764288,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Budigere, Bangalore for 2.8 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,monthly,,1 Covered,,,,,owner,,family,
50000000,"Golf Course,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 5.0 Crore(s)",4,500000,Bangalore,3900,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,13.82201107235875,Devanahalli,78.33019414659682,yearly,1,1 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,agent,9339.0,onlyboys,Water Availability 24 Hours Available
28240000,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 2.8 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Covered,,,,,builder,,bachelors,
50000000,"Golf Course,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 5.0 Crore(s)",4,500000,Bangalore,3900,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,13.59633746654628,Devanahalli,78.01456904788408,monthly,1,1 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,builder,9339.0,onlygirls,Water Availability 24 Hours Available
12500000,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","3 BHK, Villa is available for Sale in Kanakapura Road, Bangalore for 1.2 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,yearly,,1 Open,,,,,contracter,,couples,
28500000,"Jogging and Strolling Track,Visitor Parking","4 BHK, Villa is available for Sale in Thirupalya, Bangalore for 2.8 Crore(s)",4,500000,Bangalore,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.59633746654628,Thirupalya,78.01456904788408,yearly,3,2 Covered,Jul '27,No/Rare Powercut,Villa,Under Construction,Agent,8862.0,family,Water Availability 24 Hours Available
27295824,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 2.7 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,yearly,,1 Covered,,,,,contracter,,onlygirls,
32000000,"Water Front,Private jaccuzi,Outdoor Tennis Courts,Private Garage,Internet/Wi-Fi Connectivity,Visitor Parking,Mansion","4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 3.2 Crore(s)",4,500000,Bangalore,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.59633746654628,Thirupalya,78.01456904788408,halfyearly,3,1 Covered,Jul '27,No/Rare Powercut,Villa,Under Construction,contracter,8862.0,bachelors,Water Availability 24 Hours Available
17351475,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Whitefield, Bangalore for 1.7 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,monthly,,1 Covered,,,,,owner,,onlyboys,
14800000,"Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,Internet/Wi-Fi Connectivity,RO Water System,Visitor Parking,Intercom Facility","2 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 1.4 Crore(s)",4,500000,Bangalore,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.59633746654628,Thirupalya,78.01456904788408,yearly,3,1 Covered,Jul '27,No/Rare Powercut,Villa,Under Construction,owner,8862.0,bachelors,Water Availability 24 Hours Available
40890234,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Bannerghatta Main Road, Bangalore for 4.8 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,yearly,,1 Covered,,,,,contracter,,bachelors,
26500000,"Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,Internet/Wi-Fi Connectivity,RO Water System,Visitor Parking,Intercom Facility","5 BHK, Residential House is available for Sale in Halanayakanahalli, Bangalore for 2.6 Crore(s)",4,500000,Bangalore,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.59633746654628,Thirupalya,78.01456904788408,quarterly,3,1 Covered,Jul '27,No/Rare Powercut,Villa,Under Construction,contracter,8862.0,couples,Water Availability 24 Hours Available
21710898,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 2.1 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,halfyearly,,1 Covered,,,,,contracter,,family,
72150000,"Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,Internet/Wi-Fi Connectivity,RO Water System,Visitor Parking,Intercom Facility","8 BHK, Residential House is available for Sale in Stage 2 Indiranagar, Bangalore for 7.2 Crore(s)",4,500000,Bangalore,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.59633746654628,Thirupalya,78.01456904788408,monthly,3,2 Covered,Jul '27,No/Rare Powercut,Villa,Under Construction,contracter,8862.0,bachelors,Water Availability 24 Hours Available
24974000,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 2.4 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Covered,,,,,builder,,couples,
17500000,"Wrap Around Balcony,Theme based Architectures,Banquet Hall,Jogging and Strolling Track","5 BHK, Villa is available for Sale in Bidaraguppe, Bangalore for 1.7 Crore(s)",4,500000,Bangalore,2136,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.30596368249843,Bidaraguppe,77.94258944583417,quarterly,3,1 Covered,Dec '25,No/Rare Powercut,Villa,Under Construction,builder,8862.0,onlygirls,Water Availability 24 Hours Available
16200000,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","3 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 1.6 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,yearly,,1 Covered,,,,,builder,,couples,
14000000,"Visitor Parking,Intercom Facility","4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 1.4 Crore(s)",4,500000,Bangalore,2136,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.30596368249843,Bidaraguppe,77.94258944583417,monthly,3,2 Covered,Dec '25,No/Rare Powercut,Villa,Under Construction,contracter,8862.0,onlygirls,Water Availability 24 Hours Available
24606875,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 2.4 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,yearly,,1 Covered,,,,,contracter,,onlygirls,
37500000,"Banquet Hall,Visitor Parking","4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 3.7 Crore(s)",4,500000,Bangalore,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.634872732642727,Sarjapur Road,78.20977995361461,quarterly,3,2 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,builder,8862.0,bachelors,Water Availability 24 Hours Available
16100000,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","5 BHK, Villa is available for Sale in Attibele, Bangalore for 1.6 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,halfyearly,,1 Covered,,,,,builder,,bachelors,
28000000,Visitor Parking,"4 BHK, Villa is available for Sale in Allalasandra Yelahanka, Bangalore for 2.8 Crore(s)",4,500000,Bangalore,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.634872732642727,Sarjapur Road,78.20977995361461,monthly,3,1 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,contracter,8862.0,couples,Water Availability 24 Hours Available
12923225,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","3 BHK, Villa is available for Sale in Chandapura Anekal Road, Bangalore for 1.2 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,halfyearly,,1 Covered,,,,,agent,,onlygirls,
28764288,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Budigere, Bangalore for 2.8 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Covered,,,,,agent,,bachelors,
58400000,Visitor Parking,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 5.8 Crore(s)",4,500000,Bangalore,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.634872732642727,Sarjapur Road,78.20977995361461,monthly,3,1 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,builder,8862.0,family,Water Availability 24 Hours Available
29000000,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 2.9 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Covered,,,,,owner,,onlyboys,
28240000,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 2.8 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,monthly,,1 Covered,,,,,owner,,couples,
17934525,"Outdoor Tennis Courts,Visitor Parking,Intercom Facility","4 BHK, Villa is available for Sale in Whitefield, Bangalore for 1.7 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Covered,,,,,builder,,bachelors,
12500000,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","3 BHK, Villa is available for Sale in Kanakapura Road, Bangalore for 1.2 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,monthly,,1 Open,,,,,contracter,,onlyboys,
48000000,"Bar/Lounge,Air Conditioned,Banquet Hall,Outdoor Tennis Courts,Internet/Wi-Fi Connectivity,Visitor Parking,Intercom Facility,Conference Room","4 BHK, Villa is available for Sale in Hennur Gardens, Bangalore for 4.8 Crore(s)",4,500000,Bangalore,2768,"Ceramic Tiles,Granite,Marble,Marbonite,Mosaic,Normal Tiles/Kotah Stone,Wooden",Unfurnished,East Facing Property,Located in Hennur Main Road Close to ORR Road,13.613467443668497,Hennur Gardens,78.35410725008683,monthly,2,2 Covered,Dec '24,No/Rare Powercut,Villa,Under Construction,Agent,13994.0,onlyboys,Water Availability 24 Hours Available
27295824,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 2.7 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,monthly,,1 Covered,,,,,agent,,onlygirls,
32500000,Visitor Parking,"4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 3.2 Crore(s)",4,500000,Bangalore,3000,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,14.013347183356208,Yelahanka,78.23204132876438,quarterly,1,1 Covered,Dec '25,No/Rare Powercut,Villa,Under Construction,Agent,9339.0,onlyboys,Water Availability 24 Hours Available
17351475,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Whitefield, Bangalore for 1.7 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Covered,,,,,agent,,couples,
40890234,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Bannerghatta Main Road, Bangalore for 4.8 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Covered,,,,,builder,,family,
55000000,"Theme based Architectures,Air Conditioned,Jogging and Strolling Track,Internet/Wi-Fi Connectivity,RO Water System,Visitor Parking,Intercom Facility","4 BHK, Villa is available for Sale in Whitefield, Bangalore for 5.5 Crore(s)",4,500000,Bangalore,3000,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,14.013347183356208,Yelahanka,78.23204132876438,halfyearly,1,2 Covered,Dec '25,No/Rare Powercut,Villa,Under Construction,contracter,9339.0,bachelors,Water Availability 24 Hours Available
32000000,"Theme based Architectures,Laundry Service,Visitor Parking,Intercom Facility","4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 3.2 Crore(s)",4,500000,Bangalore,2500,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,13.924639993972308,Devanahalli,78.73473922582015,halfyearly,1,2 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,contracter,9339.0,onlygirls,Water Availability 24 Hours Available
21710898,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 2.1 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Covered,,,,,owner,,onlygirls,
24974000,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 2.4 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,monthly,,1 Covered,,,,,agent,,couples,
50000000,"Golf Course,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 5.0 Crore(s)",4,500000,Bangalore,3900,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,14.003301538278535,Devanahalli,77.84743314249067,halfyearly,1,1 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,contracter,9339.0,onlygirls,Water Availability 24 Hours Available
16200000,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","3 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 1.6 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,monthly,,1 Covered,,,,,builder,,couples,
24606875,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 2.4 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Covered,,,,,contracter,,bachelors,
50000000,"Golf Course,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 5.0 Crore(s)",4,500000,Bangalore,3900,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,14.034767518181257,Devanahalli,77.95969104337792,yearly,1,1 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,owner,9339.0,onlygirls,Water Availability 24 Hours Available
28500000,"Jogging and Strolling Track,Visitor Parking","4 BHK, Villa is available for Sale in Thirupalya, Bangalore for 2.8 Crore(s)",4,500000,Bangalore,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,14.034767518181257,Thirupalya,77.95969104337792,monthly,3,2 Covered,Jul '27,No/Rare Powercut,Villa,Under Construction,Agent,8862.0,family,Water Availability 24 Hours Available
16100000,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","5 BHK, Villa is available for Sale in Attibele, Bangalore for 1.6 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,halfyearly,,1 Covered,,,,,agent,,family,
12923225,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","3 BHK, Villa is available for Sale in Chandapura Anekal Road, Bangalore for 1.2 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,halfyearly,,1 Covered,,,,,builder,,couples,
32000000,"Water Front,Private jaccuzi,Outdoor Tennis Courts,Private Garage,Internet/Wi-Fi Connectivity,Visitor Parking,Mansion","4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 3.2 Crore(s)",4,500000,Bangalore,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,14.034767518181257,Thirupalya,77.95969104337792,halfyearly,3,1 Covered,Jul '27,No/Rare Powercut,Villa,Under Construction,owner,8862.0,onlygirls,Water Availability 24 Hours Available
14800000,"Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,Internet/Wi-Fi Connectivity,RO Water System,Visitor Parking,Intercom Facility","2 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 1.4 Crore(s)",4,500000,Bangalore,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,14.034767518181257,Thirupalya,77.95969104337792,yearly,3,1 Covered,Jul '27,No/Rare Powercut,Villa,Under Construction,owner,8862.0,bachelors,Water Availability 24 Hours Available
29000000,"Garden View,Kids play area,Cycling track,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 2.9 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,monthly,,1 Covered,,,,,agent,,onlygirls,
26500000,"Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,Internet/Wi-Fi Connectivity,RO Water System,Visitor Parking,Intercom Facility","5 BHK, Residential House is available for Sale in Halanayakanahalli, Bangalore for 2.6 Crore(s)",4,500000,Bangalore,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,14.034767518181257,Thirupalya,77.95969104337792,quarterly,3,1 Covered,Jul '27,No/Rare Powercut,Villa,Under Construction,builder,8862.0,onlyboys,Water Availability 24 Hours Available
17934525,"Outdoor Tennis Courts,Visitor Parking,Intercom Facility","4 BHK, Villa is available for Sale in Whitefield, Bangalore for 1.7 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,yearly,,1 Covered,,,,,contracter,,bachelors,
72150000,"Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,Internet/Wi-Fi Connectivity,RO Water System,Visitor Parking,Intercom Facility","8 BHK, Residential House is available for Sale in Stage 2 Indiranagar, Bangalore for 7.2 Crore(s)",4,500000,Bangalore,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,14.034767518181257,Thirupalya,77.95969104337792,monthly,3,2 Covered,Jul '27,No/Rare Powercut,Villa,Under Construction,builder,8862.0,onlyboys,Water Availability 24 Hours Available
48000000,"Bar/Lounge,Air Conditioned,Banquet Hall,Outdoor Tennis Courts,Internet/Wi-Fi Connectivity,Visitor Parking,Intercom Facility,Conference Room","4 BHK, Villa is available for Sale in Hennur Gardens, Bangalore for 4.8 Crore(s)",4,500000,Bangalore,2768,"Ceramic Tiles,Granite,Marble,Marbonite,Mosaic,Normal Tiles/Kotah Stone,Wooden",Unfurnished,East Facing Property,Located in Hennur Main Road Close to ORR Road,13.467875256469737,Hennur Gardens,78.14427127925866,quarterly,2,2 Covered,Dec '24,No/Rare Powercut,Villa,Under Construction,Agent,13994.0,couples,Water Availability 24 Hours Available
17500000,"Wrap Around Balcony,Theme based Architectures,Banquet Hall,Jogging and Strolling Track","5 BHK, Villa is available for Sale in Bidaraguppe, Bangalore for 1.7 Crore(s)",4,500000,Bangalore,2136,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,12.890956385639809,Bidaraguppe,78.33845187415014,halfyearly,3,1 Covered,Dec '25,No/Rare Powercut,Villa,Under Construction,builder,8862.0,couples,Water Availability 24 Hours Available
32500000,Visitor Parking,"4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 3.2 Crore(s)",4,500000,Bangalore,3000,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,13.659976222379466,Yelahanka,77.90475391915497,quarterly,1,1 Covered,Dec '25,No/Rare Powercut,Villa,Under Construction,Agent,9339.0,onlygirls,Water Availability 24 Hours Available
28764288,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Budigere, Bangalore for 2.8 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,halfyearly,,1 Covered,,,,,agent,,couples,
14000000,"Visitor Parking,Intercom Facility","4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 1.4 Crore(s)",4,500000,Bangalore,2136,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,12.890956385639809,Bidaraguppe,78.33845187415014,halfyearly,3,2 Covered,Dec '25,No/Rare Powercut,Villa,Under Construction,builder,8862.0,bachelors,Water Availability 24 Hours Available
37500000,"Banquet Hall,Visitor Parking","4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 3.7 Crore(s)",4,500000,Bangalore,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.740767499386486,Sarjapur Road,78.59822239893849,yearly,3,2 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,builder,8862.0,onlyboys,Water Availability 24 Hours Available
55000000,"Theme based Architectures,Air Conditioned,Jogging and Strolling Track,Internet/Wi-Fi Connectivity,RO Water System,Visitor Parking,Intercom Facility","4 BHK, Villa is available for Sale in Whitefield, Bangalore for 5.5 Crore(s)",4,500000,Bangalore,3000,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,13.659976222379466,Yelahanka,77.90475391915497,yearly,1,2 Covered,Dec '25,No/Rare Powercut,Villa,Under Construction,agent,9339.0,onlyboys,Water Availability 24 Hours Available
32000000,"Theme based Architectures,Laundry Service,Visitor Parking,Intercom Facility","4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 3.2 Crore(s)",4,500000,Bangalore,2500,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,13.883367652654064,Devanahalli,77.76766761419994,yearly,1,2 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,contracter,9339.0,family,Water Availability 24 Hours Available
28240000,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 2.8 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Covered,,,,,builder,,onlygirls,
12500000,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","3 BHK, Villa is available for Sale in Kanakapura Road, Bangalore for 1.2 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Open,,,,,owner,,couples,
28000000,Visitor Parking,"4 BHK, Villa is available for Sale in Allalasandra Yelahanka, Bangalore for 2.8 Crore(s)",4,500000,Bangalore,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.740767499386486,Sarjapur Road,78.59822239893849,monthly,3,1 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,owner,8862.0,onlyboys,Water Availability 24 Hours Available
58400000,Visitor Parking,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 5.8 Crore(s)",4,500000,Bangalore,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,13.740767499386486,Sarjapur Road,78.59822239893849,monthly,3,1 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,contracter,8862.0,onlyboys,Water Availability 24 Hours Available
50000000,"Golf Course,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 5.0 Crore(s)",4,500000,Bangalore,3900,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,13.589464402537324,Devanahalli,77.83778946481395,quarterly,1,1 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,contracter,9339.0,couples,Water Availability 24 Hours Available
50000000,"Golf Course,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking","4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 5.0 Crore(s)",4,500000,Bangalore,3900,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,14.02402302409825,Devanahalli,77.80056820293007,quarterly,1,1 Covered,Dec '25,No/Rare Powercut,Villa,Ready to Move,agent,9339.0,family,Water Availability 24 Hours Available
27295824,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 2.7 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,monthly,,1 Covered,,,,,agent,,family,
17351475,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Whitefield, Bangalore for 1.7 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,monthly,,1 Covered,,,,,builder,,family,
28500000,"Jogging and Strolling Track,Visitor Parking","4 BHK, Villa is available for Sale in Thirupalya, Bangalore for 2.8 Crore(s)",4,500000,Bangalore,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,14.02402302409825,Thirupalya,77.80056820293007,yearly,3,2 Covered,Jul '27,No/Rare Powercut,Villa,Under Construction,Agent,8862.0,onlygirls,Water Availability 24 Hours Available
32000000,"Water Front,Private jaccuzi,Outdoor Tennis Courts,Private Garage,Internet/Wi-Fi Connectivity,Visitor Parking,Mansion","4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 3.2 Crore(s)",4,500000,Bangalore,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,14.02402302409825,Thirupalya,77.80056820293007,yearly,3,1 Covered,Jul '27,No/Rare Powercut,Villa,Under Construction,contracter,8862.0,family,Water Availability 24 Hours Available
40890234,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Bannerghatta Main Road, Bangalore for 4.8 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,monthly,,1 Covered,,,,,agent,,family,
21710898,"Town House,Large Clubhouse ,Air Conditioned,Large Open space","4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 2.1 Crore(s)",,,Bangalore,,,,,"Channasandra Main Road, Nagondanahalli",,,,quarterly,,1 Covered,,,,,contracter,,family,
